data;consap
2008/09;99.3529784790899
2008/10;100.66047499474
2008/11;89.4357878108332
2008/12;73.1605278823754
2009/01;74.7745628395501
2009/02;72.4360432402706
2009/03;87.8354886205888
2009/04;84.6103482402877
2009/05;91.7942518127945
2009/06;89.6559806786007
2009/07;96.6041834223566
2009/08;99.8558546542495
2009/09;98.1903301970656
2009/10;104.012566517795
2009/11;100.367049414883
2009/12;88.0519371194859
2010/01;84.4338380589026
2010/02;82.4285328159469
2010/03;102.533350727982
2010/04;95.4590533581968
2010/05;100.923576592625
2010/06;97.8861752563135
2010/07;103.192910934263
2010/08;106.465230698491
2010/09;104.689819513293
2010/10;106.995923526437
2010/11;108.127043659721
2010/12;94.2209475128627
2011/01;89.9416362950481
2011/02;93.8274111076043
2011/03;102.063157469326
2011/04;97.3417241821624
2011/05;107.876835762344
2011/06;101.903118354609
2011/07;105.44053458157
2011/08;112.591242982542
2011/09;106.409539053692
2011/10;105.902840659307
2011/11;108.245135534797
2011/12;92.6267454715531
2012/01;88.9248352823348
2012/02;87.8325151308113
2012/03;101.698959506669
2012/04;92.7577337944461
2012/05;102.733737290602
2012/06;97.5442317381682
2012/07;104.937370795666
2012/08;112.682517197201
2012/09;102.00650868895
2012/10;111.857860503724
2012/11;106.346173968937
2012/12;90.6775561024894
2013/01;92.5410425755469
2013/02;84.3072872687813
2013/03;97.1742881801106
2013/04;104.875233779442
2013/05;106.128425492439
2013/06;102.342717556704
2013/07;110.560197788172
2013/08;113.589914143679
2013/09;108.832931650593
2013/10;115.228067371398
2013/11;106.318736865824
2013/12;87.9034727426356
2014/01;91.0263128563689
2014/02;91.849761668144
2014/03;96.8741379512458
2014/04;97.1914102449399
2014/05;104.274834447064
2014/06;94.8627504146503
2014/07;106.260056223046
2014/08;108.475141070975
2014/09;108.602088287049
2014/10;111.498559788814
2014/11;100.941084221317
2014/12;86.3367052722049
2015/01;85.4889032635726
2015/02;81.4859732548814
2015/03;94.9707830031095
2015/04;89.5210199278311
2015/05;92.8410307212346
2015/06;92.1783210785679
2015/07;97.0577783132244
2015/08;98.6770621240757
2015/09;95.9085771214558
2015/10;98.1307550373447
2015/11;88.7897973937583
2015/12;76.2165398431751
2016/01;75.5278976112782
2016/02;74.8054854583595
2016/03;84.7413035438129
2016/04;83.3140491973612
2016/05;85.7318665674017
2016/06;87.2442731429678
2016/07;88.3423445982905
2016/08;93.0916158516001
2016/09;88.603517121213
2016/10;89.7194006989936
2016/11;86.5384210578634
2016/12;75.6024348311565
2017/01;75.6053927620962
2017/02;73.8900496015849
2017/03;86.124405032348
2017/04;76.6291760555207
2017/05;91.3223750837482
2017/06;88.5643752326714
2017/07;92.4724080229515
2017/08;99.4486680268677
2017/09;92.9232451268791
2017/10;95.3878766300225
2017/11;90.349658364852
2017/12;77.7313842743848
2018/01;81.6964093195962
2018/02;75.7209216399292
2018/03;85.8757357355916
2018/04;87.7153634088267
2018/05;83.290822699084
2018/06;94.4813741529295
2018/07;96.6226389583263
2018/08;101.816591891223
2018/09;90.4820752438199
2018/10;96.9533125454018
2018/11;89.8403523349946
2018/12;72.8232082206294
2019/01;81.4774775863501
2019/02;80.3570003965194
2019/03;81.7493312522044
2019/04;86.1079568485766
2019/05;92.9414735705976
2019/06;85.7602126862422
2019/07;96.0291874077564
2019/08;98.7864999129107
2019/09;92.9566477488147
2019/10;101.036823377641
2019/11;88.1277635945194
2019/12;74.8816064946581
2020/01;80.7812678369928
2020/02;77.0614483215883
2020/03;77.3405045100252
2020/04;61.6769859079633
2020/05;71.0035787695266
2020/06;78.2957754195447
2020/07;88.7972478315128
2020/08;90.3323883599584
2020/09;93.8845133071965
2020/10;95.5694695263451
2020/11;88.3697045322543
2020/12;78.2002352987233
2021/01;78.9348567453493
2021/02;76.9499085397636
2021/03;83.1679140455326
2021/04;75.896044685798
2021/05;85.1326247398484
2021/06;84.4071198829502
2021/07;88.0592958348069
2021/08;88.9345945389671
2021/09;86.4533767593213
2021/10;85.2349610877454
2021/11;84.778129337317
2021/12;74.8821592304699
2022/01;72.7730287056136
2022/02;72.289196123124
2022/03;81.6219348575484
2022/04;74.7947705858614
2022/05;85.8723138626855
2022/06;84.2486453543296
2022/07;90.7196360071
2022/08;95.0602968360277
2022/09;89.7483959169947
2022/10;87.882113993049
2022/11;85.2891961030326
2022/12;76.363568688485
2023/01;78.6255983872017
2023/02;74.0741928584418
2023/03;86.2487277041932
2023/04;77.7897044740668
2023/05;89.8358859772582
2023/06;84.996628558695
2023/07;90.8541022827577
2023/08;99.2689811702752
2023/09;93.1370661616808
2023/10;92.7974603336356
2023/11;87.8682057646101
2023/12;77.6258166829365
2024/01;82.5029723231796
2024/02;80.0708355134923
2024/03;83.9978114521515
2024/04;89.2072274157731
2024/05;92.5005276923186
2024/06;99.7110118768381
2024/07;100.216821968322
2024/08;103.420718595949
2024/09;95.9346723477923
2024/10;99.8463587007241
